,lat_topleft,lon_topleft, similarity
denmark-1_41_0,56.87142901334055,10.07148237794476,0.9861748148148148
denmark-1_42_0,56.64691942368064,10.065055428960692,0.97515616
denmark-1_43_0,56.42235513746479,10.058727312781162,0.95876608
denmark-1_44_0,55.52403404649926,10.034530060714385,0.95144704
denmark-1_45_0,55.29933453359342,10.028730298157248,0.98016176
denmark-1_46_0,55.51996323308591,10.430441412761104,0.97120672
denmark-1_47_0,55.29539043488258,10.422402868987144,0.95623024
denmark-1_48_0,56.75982242941341,11.476052868084626,0.9966972377309252
denmark-1_49_0,55.95709048191084,11.247459528880857,0.98544336
denmark-1_50_0,55.94920404293085,11.647510760629055,0.98021952
denmark-1_51_0,55.7247591474951,11.632237202322605,0.97707136
denmark-1_52_0,55.500320656425046,11.61727624008829,0.9787624
denmark-1_53_0,55.27588854380059,11.60253485010149,0.97454352
denmark-1_54_0,55.05146278350736,11.587893741048518,0.98532176
denmark-1_55_0,56.14799882153626,12.044438161249332,0.5891359329140461
denmark-1_56_0,55.92506444752413,12.034322797710642,0.4104568
denmark-1_57_0,55.71636581420898,12.03358459472656,0.4814136
denmark-1_58_0,56.112764115589805,12.451797661674512,0.7231068228840669
denmark-1_59_0,55.92842541967852,12.434221051231765,0.6641684350132626
denmark-2_1_0,56.87304737352809,8.134911654430175,0.9883665188470068
denmark-2_2_0,56.64808873661871,8.085002830287017,0.9881998132586368
denmark-2_3_0,56.42346336715708,8.085320776119717,0.978205430280718
denmark-2_4_0,56.19871680314403,8.068653968519895,0.9760793073593074
denmark-2_5_0,55.97429083885171,8.09950623795309,0.9885396559739656
denmark-2_6_0,55.74928247197074,8.049168260367548,0.9603656
denmark-2_7_0,56.87468714103954,8.430968608515405,0.9731824
denmark-2_8_0,56.650147548602426,8.434273115437653,0.98585488
denmark-2_9_0,56.42556355170768,8.437645374248437,0.9667472
denmark-2_10_0,56.20098803666424,8.440955789359252,0.97720576
denmark-2_11_0,55.97631664252434,8.444175233124659,0.97490976
denmark-2_12_0,55.75174219430632,8.447388809713587,0.96128112
denmark-2_13_0,56.87588873438951,8.8411167420307,0.9835912
denmark-2_14_0,56.65128830092848,8.841939717043823,0.95490192
denmark-2_15_0,56.42674223157365,8.842859199305568,0.96315504
denmark-2_16_0,56.20215907548839,8.843784217470551,0.96052688
denmark-2_17_0,55.97747241469292,8.844772550425747,0.97331376
denmark-2_18_0,55.75289414031672,8.845643395297364,0.97662768
denmark-2_19_0,55.528214975093135,8.846543472799526,0.96398832
denmark-2_20_0,55.30354305812302,8.847422714597318,0.9739264
denmark-2_21_0,57.324902115864674,9.254214916570032,0.98201616
denmark-2_22_0,57.10029488391075,9.25269464244992,0.96617408
denmark-2_23_0,56.87574146758619,9.251242079206268,0.98347424
denmark-2_24_0,56.65114015051513,9.24980591456866,0.95703536
denmark-2_25_0,56.42654352273221,9.248340953558891,0.95785952
denmark-2_26_0,56.20195538019943,9.246746065687349,0.95794304
denmark-2_27_0,55.97732544155071,9.245371889880309,0.97370992
denmark-2_28_0,55.7527424783937,9.243920280310974,0.96377488
denmark-2_29_0,55.52806244077268,9.24257966924768,0.97191968
denmark-2_30_0,57.32343952477409,9.669445106724698,0.96966656
denmark-2_31_0,57.09886839225525,9.665345612617765,0.9528192
denmark-2_32_0,56.87425350865722,9.661384628441464,0.98104688
denmark-2_33_0,56.649700370437934,9.657404529766756,0.9577424
denmark-2_34_0,56.42504935865814,9.65361081088116,0.9677464
denmark-2_35_0,56.20050239840423,9.649802786880825,0.97862192
denmark-2_36_0,55.97590280420068,9.64592433611166,0.96841328
denmark-2_37_0,55.526634944077664,9.638571065963932,0.97960464
denmark-2_38_0,57.54506862778119,10.091117231575808,0.96543584
denmark-2_39_0,57.32048077729725,10.08447975263242,0.97815216
denmark-2_40_0,57.09600841071419,10.077989575792142,0.9862426136363636
denmark-2_41_0,56.87142901334055,10.07148237794476,0.9861748148148148
denmark-2_42_0,56.64691942368064,10.065055428960692,0.97515616
denmark-2_43_0,56.42235513746479,10.058727312781162,0.95876608
denmark-2_44_0,55.52403404649926,10.034530060714385,0.95144704
denmark-2_45_0,55.29933453359342,10.028730298157248,0.98016176
denmark-2_46_0,55.51996323308591,10.430441412761104,0.97120672
denmark-2_47_0,55.29539043488258,10.422402868987144,0.95623024
denmark-2_48_0,56.75982242941341,11.476052868084626,0.9966972377309252
denmark-2_49_0,55.95709048191084,11.247459528880857,0.98544336
denmark-2_50_0,55.94920404293085,11.647510760629055,0.98021952
denmark-2_51_0,55.7247591474951,11.632237202322605,0.97707136
denmark-2_52_0,55.500320656425046,11.61727624008829,0.9787624
denmark-2_53_0,55.27588854380059,11.60253485010149,0.97454352
denmark-2_54_0,55.05146278350736,11.587893741048518,0.98532176
denmark-2_55_0,56.14799882153626,12.044438161249332,0.5891359329140461
denmark-2_56_0,55.92506444752413,12.034322797710642,0.4104568
denmark-2_57_0,55.71636581420898,12.03358459472656,0.4814136
denmark-2_58_0,56.112764115589805,12.451797661674512,0.7231068228840669
denmark-2_59_0,55.92842541967852,12.434221051231765,0.6641684350132626
east-africa_0_0,-10.930327873509814,37.22032821618882,0.93284288
east-africa_0_1,-10.930327873509814,37.22032821618882,0.93284288
east-africa_0_2,-10.930327873509814,37.22032821618882,0.93284288
east-africa_1_0,-11.097875212521751,36.166235107858576,0.95375712
east-africa_1_1,-11.097875212521751,36.166235107858576,0.95375712
east-africa_1_2,-11.097875212521751,36.166235107858576,0.95375712
east-africa_2_0,-10.813356240358914,35.97886783422518,0.58298832
east-africa_2_1,-10.813356240358914,35.97886783422518,0.58298832
east-africa_2_2,-10.813356240358914,35.97886783422518,0.58298832
east-africa_3_0,-11.104494141547436,35.35253831792932,0.482076
east-africa_3_1,-11.104494141547436,35.35253831792932,0.482076
east-africa_3_2,-11.104494141547436,35.35253831792932,0.482076
east-africa_4_0,-11.171503649868304,34.692587408854855,0.69663952
east-africa_4_1,-11.171503649868304,34.692587408854855,0.69663952
east-africa_4_2,-11.171503649868304,34.692587408854855,0.69663952
east-africa_5_0,-10.644222896726983,34.749008966748626,0.41929104
east-africa_5_1,-10.644222896726983,34.749008966748626,0.41929104
east-africa_5_2,-10.644222896726983,34.749008966748626,0.41929104
east-africa_6_0,-10.5619398043546,35.52726289678674,0.52600544
east-africa_6_1,-10.5619398043546,35.52726289678674,0.52600544
east-africa_6_2,-10.5619398043546,35.52726289678674,0.52600544
east-africa_7_0,-10.594220263886047,35.90182383431586,0.44962736
east-africa_7_1,-10.594220263886047,35.90182383431586,0.44962736
east-africa_7_2,-10.594220263886047,35.90182383431586,0.44962736
east-africa_8_0,-10.357004257661824,36.01798443618072,0.92917776
east-africa_8_1,-10.357004257661824,36.01798443618072,0.92917776
east-africa_8_2,-10.357004257661824,36.01798443618072,0.92917776
east-africa_9_0,-9.988549538995398,34.56928904427679,0.55917952
east-africa_9_1,-9.988549538995398,34.56928904427679,0.55917952
east-africa_9_2,-9.988549538995398,34.56928904427679,0.55917952
east-africa_10_0,-9.969313810527169,35.781227527568745,0.69382896
east-africa_10_1,-9.969313810527169,35.781227527568745,0.69382896
east-africa_10_2,-9.969313810527169,35.781227527568745,0.69382896
east-africa_11_0,-10.494575937248184,36.70791179234155,0.95101792
east-africa_11_1,-10.494575937248184,36.70791179234155,0.95101792
east-africa_11_2,-10.494575937248184,36.70791179234155,0.95101792
east-africa_12_0,-10.22464485453768,37.62288586476728,0.9783248
east-africa_12_1,-10.22464485453768,37.62288586476728,0.9783248
east-africa_12_2,-10.22464485453768,37.62288586476728,0.9783248
east-africa_13_0,-10.261248338689958,38.36437983443563,0.95168736
east-africa_13_1,-10.261248338689958,38.36437983443563,0.95168736
east-africa_13_2,-10.261248338689958,38.36437983443563,0.95168736
east-africa_14_0,-10.383942191934407,38.91318204950232,0.48416688
east-africa_14_1,-10.383942191934407,38.91318204950232,0.48416688
east-africa_14_2,-10.383942191934407,38.91318204950232,0.48416688
east-africa_15_0,-10.475167513532886,39.41195567025334,0.47392256
east-africa_15_1,-10.475167513532886,39.41195567025334,0.47392256
east-africa_15_2,-10.475167513532886,39.41195567025334,0.47392256
east-africa_16_0,-10.168601751062226,40.00263963028708,0.68312624
east-africa_16_1,-10.168601751062226,40.00263963028708,0.68312624
east-africa_16_2,-10.168601751062226,40.00263963028708,0.68312624
east-africa_17_0,-9.264988462029454,39.32271663915888,0.75357776
east-africa_17_1,-9.264988462029454,39.32271663915888,0.75357776
east-africa_17_2,-9.264988462029454,39.32271663915888,0.75357776
east-africa_18_0,-9.451141278777763,39.1209800536527,0.6558992
east-africa_18_1,-9.451141278777763,39.1209800536527,0.6558992
east-africa_18_2,-9.451141278777763,39.1209800536527,0.6558992
east-africa_19_0,-9.832539269426483,38.25307604329357,0.94391616
east-africa_19_1,-9.832539269426483,38.25307604329357,0.94391616
east-africa_19_2,-9.832539269426483,38.25307604329357,0.94391616
east-africa_20_0,-9.371454714752469,37.06502109423037,0.9405464
east-africa_20_1,-9.371454714752469,37.06502109423037,0.9405464
east-africa_20_2,-9.371454714752469,37.06502109423037,0.9405464
east-africa_21_0,-9.220487670458104,37.98018036561616,0.94206592
east-africa_21_1,-9.220487670458104,37.98018036561616,0.94206592
east-africa_21_2,-9.220487670458104,37.98018036561616,0.94206592
east-africa_22_0,-9.415866533486607,36.1471077081725,0.99599136
east-africa_22_1,-9.415866533486607,36.1471077081725,0.99599136
east-africa_22_2,-9.415866533486607,36.1471077081725,0.99599136
east-africa_23_0,-9.794858562724237,35.34081705377581,0.55753232
east-africa_23_1,-9.794858562724237,35.34081705377581,0.55753232
east-africa_23_2,-9.794858562724237,35.34081705377581,0.55753232
east-africa_24_0,-9.48049200242358,34.515297351787495,0.51597648
east-africa_24_1,-9.48049200242358,34.515297351787495,0.51597648
east-africa_24_2,-9.48049200242358,34.515297351787495,0.51597648
east-africa_25_0,-9.48332214355469,33.76034038721036,0.66432992
east-africa_25_1,-9.48332214355469,33.76034038721036,0.66432992
east-africa_25_2,-9.48332214355469,33.76034038721036,0.66432992
east-africa_26_0,-9.136346834852686,33.528560638427734,0.59808704
east-africa_26_1,-9.136346834852686,33.528560638427734,0.59808704
east-africa_26_2,-9.136346834852686,33.528560638427734,0.59808704
east-africa_27_0,-9.14485544266903,33.98148620078091,0.61005616
east-africa_27_1,-9.14485544266903,33.98148620078091,0.61005616
east-africa_27_2,-9.14485544266903,33.98148620078091,0.61005616
east-africa_28_0,-9.196731181431444,32.65322918042782,0.96004512
east-africa_28_1,-9.196731181431444,32.65322918042782,0.96004512
east-africa_28_2,-9.196731181431444,32.65322918042782,0.96004512
east-africa_29_0,-8.799995422363281,33.359624023801416,0.57477328
east-africa_29_1,-8.799995422363281,33.359624023801416,0.57477328
east-africa_29_2,-8.799995422363281,33.359624023801416,0.57477328
east-africa_30_0,-8.822524427215793,33.23632491465268,0.59922352
east-africa_30_1,-8.822524427215793,33.23632491465268,0.59922352
east-africa_30_2,-8.822524427215793,33.23632491465268,0.59922352
east-africa_31_0,-8.854961485464248,32.98730124508807,0.5809904
east-africa_31_1,-8.854961485464248,32.98730124508807,0.5809904
east-africa_31_2,-8.854961485464248,32.98730124508807,0.5809904
east-africa_32_0,-8.800624469692462,32.71106859700451,0.96216752
east-africa_32_1,-8.800624469692462,32.71106859700451,0.96216752
east-africa_32_2,-8.800624469692462,32.71106859700451,0.96216752
east-africa_33_0,-8.732538291528135,32.167314715561595,0.96014128
east-africa_33_1,-8.732538291528135,32.167314715561595,0.96014128
east-africa_33_2,-8.732538291528135,32.167314715561595,0.96014128
east-africa_34_0,-8.464009220023224,32.20294119833743,0.97098128
east-africa_34_1,-8.464009220023224,32.20294119833743,0.97098128
east-africa_34_2,-8.464009220023224,32.20294119833743,0.97098128
east-africa_35_0,-8.293094030325289,31.83351595772893,0.95856736
east-africa_35_1,-8.293094030325289,31.83351595772893,0.95856736
east-africa_35_2,-8.293094030325289,31.83351595772893,0.95856736
east-africa_36_0,-7.480146258578928,31.15683606608142,0.94823888
east-africa_36_1,-7.480146258578928,31.15683606608142,0.94823888
east-africa_36_2,-7.480146258578928,31.15683606608142,0.94823888
east-africa_37_0,-7.391685485839843,31.34284456782742,0.95899152
east-africa_37_1,-7.391685485839843,31.34284456782742,0.95899152
east-africa_37_2,-7.391685485839843,31.34284456782742,0.95899152
east-africa_38_0,-7.830666069375495,30.742686666913787,0.98506944
east-africa_38_1,-7.830666069375495,30.742686666913787,0.98506944
east-africa_38_2,-7.830666069375495,30.742686666913787,0.98506944
east-africa_39_0,-7.856646628164812,31.50714255404574,0.9512688
east-africa_39_1,-7.856646628164812,31.50714255404574,0.9512688
east-africa_39_2,-7.856646628164812,31.50714255404574,0.9512688
east-africa_40_0,-7.749740596320644,32.371706006456215,0.9388192
east-africa_40_1,-7.749740596320644,32.371706006456215,0.9388192
east-africa_40_2,-7.749740596320644,32.371706006456215,0.9388192
east-africa_41_0,-7.919607930091395,33.15312157595683,0.53234368
east-africa_41_1,-7.919607930091395,33.15312157595683,0.53234368
east-africa_41_2,-7.919607930091395,33.15312157595683,0.53234368
east-africa_42_0,-7.347333293544068,33.315789801651334,0.65267264
east-africa_42_1,-7.347333293544068,33.315789801651334,0.65267264
east-africa_42_2,-7.347333293544068,33.315789801651334,0.65267264
east-africa_43_0,-8.590520098107666,34.26661258592958,0.77020208
east-africa_43_1,-8.590520098107666,34.26661258592958,0.77020208
east-africa_43_2,-8.590520098107666,34.26661258592958,0.77020208
east-africa_44_0,-7.802413684792544,33.44985673270179,0.76257488
east-africa_44_1,-7.802413684792544,33.44985673270179,0.76257488
east-africa_44_2,-7.802413684792544,33.44985673270179,0.76257488
east-africa_45_0,-7.721748801878726,34.98142912054266,0.689792
east-africa_45_1,-7.721748801878726,34.98142912054266,0.689792
east-africa_45_2,-7.721748801878726,34.98142912054266,0.689792
east-africa_46_0,-8.0628781249515,34.7246894352657,0.68272896
east-africa_46_1,-8.0628781249515,34.7246894352657,0.68272896
east-africa_46_2,-8.0628781249515,34.7246894352657,0.68272896
east-africa_47_0,-8.473673342350692,35.10048856842092,0.592916
east-africa_47_1,-8.473673342350692,35.10048856842092,0.592916
east-africa_47_2,-8.473673342350692,35.10048856842092,0.592916
east-africa_48_0,-8.816665649414062,36.03584610585513,0.96623328
east-africa_48_1,-8.816665649414062,36.03584610585513,0.96623328
east-africa_48_2,-8.816665649414062,36.03584610585513,0.96623328
east-africa_49_0,-7.666412296680106,35.586118652198174,0.5951
east-africa_49_1,-7.666412296680106,35.586118652198174,0.5951
east-africa_49_2,-7.666412296680106,35.586118652198174,0.5951
east-africa_50_0,-8.0848554662675,36.11137097146134,0.96762032
east-africa_50_1,-8.0848554662675,36.11137097146134,0.96762032
east-africa_50_2,-8.0848554662675,36.11137097146134,0.96762032
east-africa_51_0,-7.980846488816605,36.58087692933686,0.9525488
east-africa_51_1,-7.980846488816605,36.58087692933686,0.9525488
east-africa_51_2,-7.980846488816605,36.58087692933686,0.9525488
east-africa_52_0,-7.560560620425561,36.869191100855865,0.94639264
east-africa_52_1,-7.560560620425561,36.869191100855865,0.94639264
east-africa_52_2,-7.560560620425561,36.869191100855865,0.94639264
east-africa_53_0,-8.563830730736422,36.61152048922538,0.96769744
east-africa_53_1,-8.563830730736422,36.61152048922538,0.96769744
east-africa_53_2,-8.563830730736422,36.61152048922538,0.96769744
east-africa_54_0,-7.31443814210706,37.58347380991634,0.96536752
east-africa_54_1,-7.31443814210706,37.58347380991634,0.96536752
east-africa_54_2,-7.31443814210706,37.58347380991634,0.96536752
east-africa_55_0,-7.7441610510405825,38.35210200167654,0.96377888
east-africa_55_1,-7.7441610510405825,38.35210200167654,0.96377888
east-africa_55_2,-7.7441610510405825,38.35210200167654,0.96377888
east-africa_56_0,-6.906029415076326,37.49297825919,0.95870448
east-africa_56_1,-6.906029415076326,37.49297825919,0.95870448
east-africa_56_2,-6.906029415076326,37.49297825919,0.95870448
east-africa_57_0,-7.566049933240698,35.906792615270135,0.60153968
east-africa_57_1,-7.566049933240698,35.906792615270135,0.60153968
east-africa_57_2,-7.566049933240698,35.906792615270135,0.60153968
east-africa_58_0,-8.809310842021485,39.403241552778034,0.8542984
east-africa_58_1,-8.809310842021485,39.403241552778034,0.8542984
east-africa_58_2,-8.809310842021485,39.403241552778034,0.8542984
east-africa_59_0,-8.325893426090719,38.49701574150539,0.96318992
east-africa_59_1,-8.325893426090719,38.49701574150539,0.96318992
east-africa_59_2,-8.325893426090719,38.49701574150539,0.96318992
east-africa_60_0,-7.830592334401287,38.859713299356734,0.96594176
east-africa_60_1,-7.830592334401287,38.859713299356734,0.96594176
east-africa_60_2,-7.830592334401287,38.859713299356734,0.96594176
east-africa_61_0,-7.798668043745469,39.577838525419736,0.85016976
east-africa_61_1,-7.798668043745469,39.577838525419736,0.85016976
east-africa_61_2,-7.798668043745469,39.577838525419736,0.85016976
east-africa_62_0,-6.568011909773743,39.01947784423828,0.62704688
east-africa_62_1,-6.568011909773743,39.01947784423828,0.62704688
east-africa_62_2,-6.568011909773743,39.01947784423828,0.62704688
east-africa_63_0,-6.798672685180506,39.17217417083895,0.64660912
east-africa_63_1,-6.798672685180506,39.17217417083895,0.64660912
east-africa_63_2,-6.798672685180506,39.17217417083895,0.64660912
east-africa_64_0,-6.059957543612615,39.1104479065669,0.8545664
east-africa_64_1,-6.059957543612615,39.1104479065669,0.8545664
east-africa_64_2,-6.059957543612615,39.1104479065669,0.8545664
east-africa_65_0,-6.30019688857347,39.44801925731964,0.8856016
east-africa_65_1,-6.30019688857347,39.44801925731964,0.8856016
east-africa_65_2,-6.30019688857347,39.44801925731964,0.8856016
east-africa_66_0,-6.5280436335383945,38.23274598404684,0.9290984
east-africa_66_1,-6.5280436335383945,38.23274598404684,0.9290984
east-africa_66_2,-6.5280436335383945,38.23274598404684,0.9290984
east-africa_67_0,-8.698850202954613,38.78332863772442,0.960356
east-africa_67_1,-8.698850202954613,38.78332863772442,0.960356
east-africa_67_2,-8.698850202954613,38.78332863772442,0.960356
east-africa_68_0,-8.662764277176015,37.83337253429614,0.9969512
east-africa_68_1,-8.662764277176015,37.83337253429614,0.9969512
east-africa_68_2,-8.662764277176015,37.83337253429614,0.9969512
east-africa_69_0,-8.40089020331453,37.43098333183743,0.9387592
east-africa_69_1,-8.40089020331453,37.43098333183743,0.9387592
east-africa_69_2,-8.40089020331453,37.43098333183743,0.9387592
east-africa_70_0,-9.87286834913532,39.583991211446985,0.6669904
east-africa_70_1,-9.87286834913532,39.583991211446985,0.6669904
east-africa_70_2,-9.87286834913532,39.583991211446985,0.6669904
east-africa_71_0,-6.186296795394938,33.78242585501624,0.61411216
east-africa_71_1,-6.186296795394938,33.78242585501624,0.61411216
east-africa_71_2,-6.186296795394938,33.78242585501624,0.61411216
east-africa_72_0,-6.0566523402617705,35.642525323588224,0.61751536
east-africa_72_1,-6.0566523402617705,35.642525323588224,0.61751536
east-africa_72_2,-6.0566523402617705,35.642525323588224,0.61751536
east-africa_73_0,-4.720532097858024,34.64934474522241,0.60748192
east-africa_73_1,-4.720532097858024,34.64934474522241,0.60748192
east-africa_73_2,-4.720532097858024,34.64934474522241,0.60748192
east-africa_74_0,-6.736653490994969,36.883841351405685,0.95406192
east-africa_74_1,-6.736653490994969,36.883841351405685,0.95406192
east-africa_74_2,-6.736653490994969,36.883841351405685,0.95406192
east-africa_75_0,-6.588916057921814,36.18405974741634,0.9436656
east-africa_75_1,-6.588916057921814,36.18405974741634,0.9436656
east-africa_75_2,-6.588916057921814,36.18405974741634,0.9436656
east-africa_76_0,-6.0015340268029815,36.69904680818157,0.9726504
east-africa_76_1,-6.0015340268029815,36.69904680818157,0.9726504
east-africa_76_2,-6.0015340268029815,36.69904680818157,0.9726504
east-africa_77_0,-6.012463721880042,37.5112561031517,0.98500512
east-africa_77_1,-6.012463721880042,37.5112561031517,0.98500512
east-africa_77_2,-6.012463721880042,37.5112561031517,0.98500512
east-africa_78_0,-6.715790283443662,33.118233935750666,0.58342832
east-africa_78_1,-6.715790283443662,33.118233935750666,0.58342832
east-africa_78_2,-6.715790283443662,33.118233935750666,0.58342832
east-africa_79_0,-6.62894143696922,32.37138310610925,0.96342192
east-africa_79_1,-6.62894143696922,32.37138310610925,0.96342192
east-africa_79_2,-6.62894143696922,32.37138310610925,0.96342192
east-africa_80_0,-5.7530541550435,32.81759238878501,0.95955136
east-africa_80_1,-5.7530541550435,32.81759238878501,0.95955136
east-africa_80_2,-5.7530541550435,32.81759238878501,0.95955136
east-africa_81_0,-4.911756784051089,32.709016009434144,0.95486624
east-africa_81_1,-4.911756784051089,32.709016009434144,0.95486624
east-africa_81_2,-4.911756784051089,32.709016009434144,0.95486624
east-africa_82_0,-4.705762436640926,32.50236957972875,0.94572192
east-africa_82_1,-4.705762436640926,32.50236957972875,0.94572192
east-africa_82_2,-4.705762436640926,32.50236957972875,0.94572192
east-africa_83_0,-4.706023393326019,33.65156690067843,0.7500408
east-africa_83_1,-4.706023393326019,33.65156690067843,0.7500408
east-africa_83_2,-4.706023393326019,33.65156690067843,0.7500408
east-africa_84_0,-4.380585179374601,34.054086029998935,0.71727264
east-africa_84_1,-4.380585179374601,34.054086029998935,0.71727264
east-africa_84_2,-4.380585179374601,34.054086029998935,0.71727264
east-africa_85_0,-4.792858368471132,35.682884680437795,0.68128736
east-africa_85_1,-4.792858368471132,35.682884680437795,0.68128736
east-africa_85_2,-4.792858368471132,35.682884680437795,0.68128736
east-africa_86_0,-4.641230171774002,35.991089331316694,0.72514144
east-africa_86_1,-4.641230171774002,35.991089331316694,0.72514144
east-africa_86_2,-4.641230171774002,35.991089331316694,0.72514144
east-africa_87_0,-5.193217036101438,36.45976541130415,0.96591168
east-africa_87_1,-5.193217036101438,36.45976541130415,0.96591168
east-africa_87_2,-5.193217036101438,36.45976541130415,0.96591168
east-africa_88_0,-5.337672816250822,37.49326338484964,0.93410176
east-africa_88_1,-5.337672816250822,37.49326338484964,0.93410176
east-africa_88_2,-5.337672816250822,37.49326338484964,0.93410176
east-africa_89_0,-5.6198129600299565,34.732467975275654,0.63412768
east-africa_89_1,-5.6198129600299565,34.732467975275654,0.63412768
east-africa_89_2,-5.6198129600299565,34.732467975275654,0.63412768
east-africa_90_0,-6.107005207472042,34.6636421821971,0.59900128
east-africa_90_1,-6.107005207472042,34.6636421821971,0.59900128
east-africa_90_2,-6.107005207472042,34.6636421821971,0.59900128
east-africa_91_0,-6.593913371356005,35.472017145532334,0.60573456
east-africa_91_1,-6.593913371356005,35.472017145532334,0.60573456
east-africa_91_2,-6.593913371356005,35.472017145532334,0.60573456
east-africa_92_0,-7.284595575664095,34.7606450988624,0.76314336
east-africa_92_1,-7.284595575664095,34.7606450988624,0.76314336
east-africa_92_2,-7.284595575664095,34.7606450988624,0.76314336
east-africa_93_0,-6.950368892716839,34.54039610652474,0.68159488
east-africa_93_1,-6.950368892716839,34.54039610652474,0.68159488
east-africa_93_2,-6.950368892716839,34.54039610652474,0.68159488
east-africa_94_0,-5.013373155923787,34.67085615192159,0.585348
east-africa_94_1,-5.013373155923787,34.67085615192159,0.585348
east-africa_94_2,-5.013373155923787,34.67085615192159,0.585348
east-africa_95_0,-5.377698348803038,33.7315193243564,0.65284656
east-africa_95_1,-5.377698348803038,33.7315193243564,0.65284656
east-africa_95_2,-5.377698348803038,33.7315193243564,0.65284656
east-africa_96_0,-6.610851226075506,31.94355480935196,0.95665824
east-africa_96_1,-6.610851226075506,31.94355480935196,0.95665824
east-africa_96_2,-6.610851226075506,31.94355480935196,0.95665824
east-africa_97_0,-6.225110664152344,30.961065200514515,0.9393848
east-africa_97_1,-6.225110664152344,30.961065200514515,0.9393848
east-africa_97_2,-6.225110664152344,30.961065200514515,0.9393848
east-africa_98_0,-5.478419377509753,30.308431485145466,0.94643584
east-africa_98_1,-5.478419377509753,30.308431485145466,0.94643584
east-africa_98_2,-5.478419377509753,30.308431485145466,0.94643584
east-africa_99_0,-4.767938776346934,29.52424402803021,0.8453888
east-africa_99_1,-4.767938776346934,29.52424402803021,0.8453888
east-africa_99_2,-4.767938776346934,29.52424402803021,0.8453888
east-africa_100_0,-4.459612599470101,30.00753221159485,0.95936128
east-africa_100_1,-4.459612599470101,30.00753221159485,0.95936128
east-africa_100_2,-4.459612599470101,30.00753221159485,0.95936128
east-africa_101_0,-4.101723791416555,30.26868108501583,0.9350336
east-africa_101_1,-4.101723791416555,30.26868108501583,0.9350336
east-africa_101_2,-4.101723791416555,30.26868108501583,0.9350336
east-africa_102_0,-4.069914323704797,29.66588601713683,0.58586
east-africa_102_1,-4.069914323704797,29.66588601713683,0.58586
east-africa_102_2,-4.069914323704797,29.66588601713683,0.58586
east-africa_103_0,-3.8600632193070497,29.33975559130068,0.83566688
east-africa_103_1,-3.8600632193070497,29.33975559130068,0.83566688
east-africa_103_2,-3.8600632193070497,29.33975559130068,0.83566688
east-africa_104_0,-3.244479536312831,29.256196368903133,0.75979904
east-africa_104_1,-3.244479536312831,29.256196368903133,0.75979904
east-africa_104_2,-3.244479536312831,29.256196368903133,0.75979904
east-africa_105_0,-3.4911612299874464,29.270251903874723,0.76768912
