date,filename
2021-08-25,east-africa_157.tif
2021-08-24,east-africa_123.tif
2021-08-26,europe_78.tif
2021-04-19,europe_56.tif
2021-09-24,north-america_71.tif
2021-09-09,europe_18.tif
2021-11-26,nigeria_81.tif
2021-07-16,europe_51.tif
2021-05-11,ghana-1_94.tif
2021-02-06,north-america_58.tif
2021-05-10,north-america_59.tif
2021-08-26,south-america_78.tif
2021-03-12,south-america_17.tif
2021-02-15,ghana-1_52.tif
2021-06-24,south-america_58.tif
2021-05-29,europe_57.tif
2021-10-05,east-africa_23.tif
2021-07-08,tanzania-2_4.tif
2021-12-10,nigeria_21.tif
2021-03-20,senegal_47.tif
2021-11-25,ghana-1_63.tif
2021-08-26,south-america_77.tif
2021-01-26,ghana-1_96.tif
2021-10-31,egypt-1_56.tif
2021-02-15,ghana-1_48.tif
2021-02-03,south-america_98.tif
2021-05-28,europe_67.tif
2021-02-10,ghana-1_43.tif
2021-11-27,ghana-1_83.tif
2021-11-17,ghana-1_87.tif
2021-06-23,south-america_82.tif
2021-12-30,senegal_28.tif
2021-12-26,north-america_18.tif
2021-10-10,north-america_91.tif
2021-01-26,ghana-1_112.tif
2021-11-17,ghana-1_214.tif
2021-10-26,east-africa_115.tif
2021-01-26,ghana-1_8.tif
2021-01-26,ghana-1_3.tif
2021-10-04,nigeria_72.tif
2021-06-12,europe_2.tif
2021-11-13,nigeria_109.tif
2021-04-19,denmark-1_54.tif
2021-09-01,denmark-1_45.tif
2021-07-08,ghana-1_28.tif
2021-01-28,tanzania-3_6.tif
2021-01-26,ghana-1_136.tif
2021-01-26,ghana-1_2.tif
2021-10-24,nigeria_69.tif
2021-09-01,north-america_38.tif
2021-01-07,senegal_1.tif
2021-03-10,egypt-1_47.tif
2021-07-16,denmark-1_29.tif
2021-08-25,east-africa_155.tif
2021-09-18,north-america_21.tif
2021-10-17,north-america_78.tif
2021-08-14,south-america_83.tif
2021-09-01,denmark-2_47.tif
2021-01-28,south-america_38.tif
2021-12-12,east-africa_188.tif
2021-08-25,east-africa_160.tif
2021-05-11,ghana-1_22.tif
2021-03-26,nigeria_41.tif
2021-08-24,egypt-1_35.tif
2021-05-23,ghana-1_184.tif
2021-01-18,south-america_29.tif
2021-12-30,east-africa_174.tif
2021-08-30,denmark-1_41.tif
2021-07-20,south-america_39.tif
2021-05-23,ghana-1_114.tif
2021-07-16,denmark-2_10.tif
2021-09-15,europe_89.tif
2021-08-13,east-africa_67.tif
2021-10-14,north-america_35.tif
2021-02-10,ghana-1_55.tif
2021-06-03,nigeria_173.tif
2021-05-25,east-africa_18.tif
2021-04-10,nigeria_12.tif
2021-02-13,nigeria_114.tif
2021-05-26,europe_22.tif
2021-01-11,ghana-1_244.tif
2021-02-28,east-africa_130.tif
2021-01-24,egypt-1_63.tif
2021-07-14,isreal-1_5.tif
2021-11-27,ghana-1_80.tif
2021-07-16,europe_31.tif
2021-05-23,ghana-1_213.tif
2021-12-02,ghana-1_26.tif
2021-11-07,ghana-1_245.tif
2021-10-26,east-africa_121.tif
